"name"	"common_name"
RUMEX CRISPUS WHOLE	""
CURLED DOCK WHOLE	""
RUMEX ODONTOCARPUS WHOLE	""
YELLOW DOCK [HOC]	""
LAPATHUM CRISPUM WHOLE	""
RUMEX LINGULATUS WHOLE	""
CURLY DOCK WHOLE	""
RUMEX FAURIEI WHOLE	""
RUMEX CRISPUS L.	""
YELLOW DOCK WHOLE	""
RHEUM CRISPUM WHOLE	""
RUMEX COREANUS WHOLE	""
RUMEX VENOSUS PURSH	""
LAPATHUM VENOSUM WHOLE	""
VEINY DOCK WHOLE	""
RUMEX VENOSUS WHOLE	""
RUSCUS PARASITICUS WHOLE	""
RUSCUS FLEXUOSUS WHOLE	""
RUSCUS ACULEATUS WHOLE	""
RUSCUS LAXUS WHOLE	""
RUSCUS PONTICUS WHOLE	""
BUTCHER'S BROOM WHOLE	""
RUSCUS ACULEATUS [WHO-DD]	""
RUSCUS ACULEATUS L.	""
OXYMYRSINE PUNGENS WHOLE	""
BOX HOLLY WHOLE	""
RUSCUS DUMOSUS WHOLE	""
BUTCHER'S BROOM [HOC]	""
EGYPTIAN RUE WHOLE	""
RUTA FUMARIIFOLIA WHOLE	""
FRINGED RUE [HOC]	""
FRINGED RUE WHOLE	""
RUTA CHALEPENSIS L.	""
RUTA BRACTEOSA WHOLE	""
RUTA CHALEPENSIS WHOLE	""
COMMON RUE WHOLE	""
RUTA ALTERA WHOLE	""
RUTA GRAVEOLENS L.	""
RUTA CILIATA WHOLE	""
YUN XIANG	""
CHOU CAO	""
RUTA OFFICINALIS WHOLE	""
HERB-OF-GRACE WHOLE	""
RUE [HOC]	""
RUTA DIVERSIFOLIA WHOLE	""
RUTA SUBTRIPINNATA WHOLE	""
RUE WHOLE	""
RUTA CRITHMIFOLIA WHOLE	""
RUTA HORTENSIS WHOLE	""
RUTA HOLOPETALA WHOLE	""
RUTA DIVARICATA WHOLE	""
RUTA MACROPHYLLA WHOLE	""
RUTA GRAVEOLENS WHOLE	""
SABAL MINIMA WHOLE	""
CHAMAEROPS ARUNDINACEA WHOLE	""
SABAL ADIANTINA WHOLE	""
CORYPHA MINOR WHOLE	""
CHAMAEROPS SABALOIDES WHOLE	""
CHAMAEROPS GLABRA WHOLE	""
SABAL FLORIBUNDA WHOLE	""
CHAMAEROPS LOUISIANA WHOLE	""
CORYPHA PUMILA WHOLE	""
SABAL MINOR WHOLE	""
RHAPIS ARUNDINACEA WHOLE	""
SABAL PUMILA WHOLE	""
SABAL GLABRA WHOLE	""
SABAL SPECIOSA WHOLE	""
CHAMAEROPS ACAULIS WHOLE	""
SABAL LOUISIANA WHOLE	""
SABAL DEERINGIANA WHOLE	""
SABAL CAROLINIANA WHOLE	""
BRAHEA MINIMA WHOLE	""
RHAPIS ACAULIS WHOLE	""
DWARF PALMETTO WHOLE	""
SABAL MINOR (JACQ.) PERS.	""
SALIX DEPENDENS WHOLE	""
SALIX JEHOLENSIS WHOLE	""
SALIX CAPITATA WHOLE	""
SALIX COMOSA WHOLE	""
SALIX MATSUDANA WHOLE	""
SALIX OHSIDARE WHOLE	""
SALIX CANTONIENSIS WHOLE	""
SALIX YUHKII WHOLE	""
SALIX LENTA WHOLE	""
SALIX COCHLEATA WHOLE	""
PEKING WILLOW WHOLE	""
WEEPING WILLOW [HOC]	""
BABYLON WEEPING WILLOW WHOLE	""
FICUS SALIX WHOLE	""
SALIX PSEUDOLASIOGYNE WHOLE	""
BABYLON WILLOW WHOLE	""
SALIX PSEUDOMATSUDANA WHOLE	""
SALIX NEOLASIOGYNE WHOLE	""
SALIX SUBFRAGILIS WHOLE	""
SALIX BABYLONICA [WHO-DD]	""
SALIX PERPENDENS WHOLE	""
SALIX NAPOLEONIS WHOLE	""
SALIX MATSUDANA [WHO-DD]	""
SALIX CHINENSIS WHOLE	""
SALIX PSEUDOGILGIANA WHOLE	""
SALIX LASIOGYNE WHOLE	""
SALIX BABYLONICA L.	""
WEEPING WILLOW WHOLE	""
SALIX PINGLIENSIS WHOLE	""
SALIX JISHIENSIS WHOLE	""
SALIX BABYLONICA WHOLE	""
SALIX NAPOLEONA WHOLE	""
SALIX ANNULARIS WHOLE	""
SALIX ARGUTA WHOLE	""
PACIFIC WILLOW [HOC]	""
SALIX LANCIFOLIA WHOLE	""
SALIX LASIANDRA WHOLE	""
SALIX LYALLII WHOLE	""
SHINING WILLOW WHOLE	""
BAY WILLOW WHOLE	""
SALIX LUCIDA SUBSP. LASIANDRA WHOLE	""
SALIX MARGINATA WHOLE	""
SALIX FLAVOVIRENS WHOLE	""
AMERINA HOUSTONIANA WHOLE	""
BLACK WILLOW WHOLE	""
PLEIARINA NIGRA WHOLE	""
BLACK WILLOW [HOC]	""
SALIX FALCATA WHOLE	""
SALIX NIGRA WHOLE	""
SALIX TESTACEA WHOLE	""
SALIX GONGYLOCARPA WHOLE	""
SALIX VULGARIS WHOLE	""
SALIX LIGUSTRINA WHOLE	""
SALIX HOUSTONIANA WHOLE	""
SALIX DENUDATA WHOLE	""
AMERINA NIGRA WHOLE	""
AMERINA BALDUINIANA WHOLE	""
SALIX TRISTIS WHOLE	""
SALIX NIGRA MARSHALL	""
SALIX PYRIFOLIA WHOLE	""
SALIX COLUMBIAE WHOLE	""
SALIX PYRIFOLIA ANDERSSON	""
BALSAM WILLOW WHOLE	""
SALIX BALSAMIFERA WHOLE	""
SALIX AURICULATA WHOLE	""
FRENCH WILLOW WHOLE	""
SALIX HOFFMANNIANA WHOLE	""
NESTYLIX AMYGDALINA WHOLE	""
NESTYLIX HOPPEANA WHOLE	""
SALIX TENUIFLORA WHOLE	""
SALIX LANCEOLATA WHOLE	""
SALIX TREVIRANI WHOLE	""
SALIX SPECTABILIS WHOLE	""
SALIX AMYGDALIFOLIA WHOLE	""
SALIX KOVATSII WHOLE	""
SALIX SEROTINA WHOLE	""
SALIX ARMENA WHOLE	""
NESTYLIX VILLARSIANA WHOLE	""
SALIX AMIGDALINA WHOLE	""
SALIX VARIA WHOLE	""
SALIX FURSAEVII WHOLE	""
SALIX RADICANS WHOLE	""
SALIX HOPPEANA WHOLE	""
SALIX ANDROGYNA WHOLE	""
ALMOND WILLOW WHOLE	""
GRUENERA AMYGDALOIDES WHOLE	""
SALIX SEMPERFLORENS WHOLE	""
SALIX SPECIOSA WHOLE	""
ALMOND-LEAF WILLOW WHOLE	""
SALIX TRIANDRA WHOLE	""
SALIX VILLARSIANA WHOLE	""
SALIX VENUSTA WHOLE	""
SALIX MEDWEDEWII WHOLE	""
SALIX TRIANDRA L.	""
SALVIA ALBIFRONS WHOLE	""
SALVIA KOTSCHYI WHOLE	""
SALVIA MACROSIPHON WHOLE	""
SALVIA CUSPIDATISSIMA WHOLE	""
SALVIA NACHICZEVANICA WHOLE	""
SALVIA MACROSIPHON BOISS.	""
SALVIA MACROSIPHONIA WHOLE	""
SALVIA LEMMONII WHOLE	""
SALVIA MICROPHYLLA VAR. MICROPHYLLA WHOLE	""
SALVIA OBTUSA WHOLE	""
SALVIA GASTERANTHA WHOLE	""
SALVIA MICROPHYLLA WHOLE	""
SALVIA ODORATISSIMA WHOLE	""
GRAHAM'S SAGE WHOLE	""
BABY SAGE WHOLE	""
LESEMIA COCCINEA WHOLE	""
SALVIA MICROPHYLLA KUNTH	""
BABY SAGE [HOC]	""
SALVIA GRAHAMII WHOLE	""
BLACKCURRANT SAGE WHOLE	""
SALVIA MILTIORRHIZA WHOLE	""
SALVIA MILTIORRHIZA VAR. MILTIORRHIZA WHOLE	""
SALVIA MILTIORRHIZA	""
SALVIA MULTIORRHIZA WHOLE	""
CHINESE SAGE WHOLE	""
CHINESE SALVIA [HOC]	""
RED- SAGE WHOLE	""
SALVIA MILTIORRHIZA BUNGE	""
CHINESE SALVIA WHOLE	""
RED SAGE WHOLE	""
SALVIA MILTIORRHIZAE	""
SALVIA POGONOCALYX WHOLE	""
SALVIA WHOLE	""
SALVIA ANOMALA WHOLE	""
SALVIA MILTIORRHIZA [WHO-DD]	""
SALVIA GRANDIFLORA WHOLE	""
GARDEN SAGE WHOLE	""
CULINARY SAGE WHOLE	""
SALVIA OFFICINALIS WHOLE	""
DALMATION SAGE WHOLE	""
SALVIA OFFICINALIS [WHO-DD]	""
OBOSKON CRETICA WHOLE	""
SAGE [HOC]	""
SALVIA CLUSII WHOLE	""
SALVIA OFFICINALIS SUBSP. OFFICINALIS WHOLE	""
SALVIA OFFICINALIS L.	""
SALVIA CRETICA WHOLE	""
SALVIA DIGYNA WHOLE	""
SALVIA CHROMATICA WHOLE	""
SALVIA TRICOLOR WHOLE	""
COMMON SAGE WHOLE	""
SAGE WHOLE	""
KITCHEN SAGE WHOLE	""
SALVIA MINOR WHOLE	""
SALVIA OFFICINALIS (SAGE) WHOLE	""
SALVIA CRISPA WHOLE	""
SALVIA PAPILLOSA WHOLE	""
BROADLEAF SAGE WHOLE	""
TRUE SAGE WHOLE	""
DALMATIAN SAGE WHOLE	""
SALVIA PRATENSIS L.	""
SALVIA ARNASSENSIS WHOLE	""
SALVIA MACRANTHA WHOLE	""
SALVIA VARIEGATA WHOLE	""
SALVIA VULGARIS WHOLE	""
PLETHIOSPHACE PRATENSIS WHOLE	""
SALVIA SUBLOBATA WHOLE	""
INTRODUCED SAGE WHOLE	""
SALVIA TENOREI WHOLE	""
SALVIA RUBICUNDA WHOLE	""
SALVIA CERATOPHYLLOIDES WHOLE	""
SALVIA EXASPERATA WHOLE	""
SALVIA AGRESTIS WHOLE	""
SALVIA BARRELIERI WHOLE	""
GALLITRICHUM CLUSII WHOLE	""
SALVIA CERATOPHYLLA WHOLE	""
GALLITRICHUM PRATENSE WHOLE	""
MEADOW SAGE WHOLE	""
SALVIA SALVATORII WHOLE	""
SALVIA TIBERINA WHOLE	""
SCLAREA TUBEROSA WHOLE	""
SALVIA PRATENSIS WHOLE	""
PLETHIOSPHACE STENANTHA WHOLE	""
SALVIA LUPINOIDES WHOLE	""
SCLAREA PRATENSIS WHOLE	""
SALVIA PRATENSIS [WHO-DD]	""
SALVIA ROSTRATA WHOLE	""
PLETHIOSPHACE LEISTNERIANA WHOLE	""
ROSMARINUS LATIFOLIUS WHOLE	""
ROSMARINUS PALAUI WHOLE	""
ROSMARINUS LAXIFLORUS WHOLE	""
ROMERO WHOLE	""
ROSMARINUS PROSTRATUS WHOLE	""
SALVIA ROSMARINUS SPENN.	""
SALVIA FASCICULATA WHOLE	""
ROSMARINUS FLEXUOSUS WHOLE	""
ROSMARINUS TENUIFOLIUS WHOLE	""
ROSMARINUS OFFICINALIS (ROSEMARY) WHOLE	""
ROSEMARY WHOLE	""
ROSMARINUS ANGUSTIFOLIUS WHOLE	""
ROSMARINUS OFFICINALIS WHOLE	""
ROSEMARY [HOC]	""
ROSMARINUS SEROTINUS WHOLE	""
SALVIA ROSMARINUS WHOLE	""
CLARY SAGE [HOC]	""
CLARY SAGE WHOLE	""
SALVIA PAMIRICA WHOLE	""
SALVIA SCLAREA [WHO-DD]	""
SALVIA SCLAREA L.	""
SCLAREA TINGITANA WHOLE	""
SALVIA LUCANA WHOLE	""
SALVIA ROMANA WHOLE	""
SALVIA SCLAREA WHOLE	""
SALVIA SIMSIANA WHOLE	""
AETHIOPIS SCLAREA WHOLE	""
SALVIA ALTILABROSA WHOLE	""
SALVIA TURKESTANICA WHOLE	""
SCLAREA VULGARIS WHOLE	""
EUROPE SAGE WHOLE	""
SALVIA CALOSTACHYA WHOLE	""
CLARY WHOLE	""
SALVIA COARCTATA WHOLE	""
SALVIA FRUTICUM WHOLE	""
SALVIA TRIGONOCALYX WHOLE	""
SALVIA MAJOR WHOLE	""
SALVIA BRACHYSTEMON WHOLE	""
SALVIA NUSAIRIENSIS WHOLE	""
SALVIA TOMENTOSA WHOLE	""
SALVIA TOMENTOSA MILL.	""
SALVIA LACINIATA WHOLE	""
SALVIA OCHROLEUCA WHOLE	""
SALVIA DUBIA WHOLE	""
SALVIA LOWEI WHOLE	""
GALLITRICHUM CLANDESTINUM WHOLE	""
HORMINUM VERBENACUM WHOLE	""
GALLITRICHUM ARVALE WHOLE	""
SALVIA SUBSCAPOSA WHOLE	""
SALVIA CLEISTOGAMA WHOLE	""
SCLAREA RHODANTHA WHOLE	""
SALVIA SENNENII WHOLE	""
SALVIA HIEMALIS WHOLE	""
SALVIA SABULICOLA WHOLE	""
GALLITRICHUM PALLIDIFLORUM WHOLE	""
SALVIA FONTII WHOLE	""
SCLAREA DECIDUA WHOLE	""
SALVIA ANSELMII WHOLE	""
SALVIA ELECTA WHOLE	""
SALVIA DOMENECHII WHOLE	""
SALVIA THEODORI WHOLE	""
SALVIA ILLYRICA WHOLE	""
SALVIA OBLONGATA WHOLE	""
SCLAREA VERBENACA WHOLE	""
SALVIA PYRENAICA WHOLE	""
GALLITRICHUM PTYCHOPHYLLUM WHOLE	""
GALLITRICHUM ANGLICUM WHOLE	""
SALVIA VERBENACA WHOLE	""
GALLITRICHUM ROSULATUM WHOLE	""
SALVIA BARCINONENSIS WHOLE	""
VERVAIN SAGE WHOLE	""
SALVIA PRAECOX WHOLE	""
SALVIA MEDITERRANEA WHOLE	""
SALVIA LINNAEI WHOLE	""
SALVIA VIVIANII WHOLE	""
HORMINUM SYLVESTRE WHOLE	""
SALVIA CLANDESTINOIDES WHOLE	""
SALVIA HORMINIOIDES WHOLE	""
GALLITRICHUM VERBENACUM WHOLE	""
SALVIA POLYMORPHA WHOLE	""
SCLAREA VISCOSISSIMA WHOLE	""
GALLITRICHUM DICHROANTHUM WHOLE	""
GALLITRICHUM HORMINIOIDES WHOLE	""
SALVIA BARNOLAE WHOLE	""
SALVIA BASILII WHOLE	""
WILD CLARY WHOLE	""
SALVIA CLANDESTINA WHOLE	""
SALVIA VERBENACOIDES WHOLE	""
SALVIA VARIABILIS WHOLE	""
GALLITRICHUM CANDOLLEI WHOLE	""
GALLITRICHUM STEREOCAULON WHOLE	""
SALVIA ERIOCAULIS WHOLE	""
GALLITRICHUM RUBELLUM WHOLE	""
LAURUS ALBIDA WHOLE	""
LARNASTYRA VERBENACA WHOLE	""
GALLITRICHUM MACULATUM WHOLE	""
SALVIA WEIHAIENSIS WHOLE	""
SALVIA PALLIDIFLORA WHOLE	""
SALVIA NEGLECTA WHOLE	""
GALLITRICHUM VIRGATUM WHOLE	""
SALVIA SPIELMANNIANA WHOLE	""
SALVIA ANGLICA WHOLE	""
SALVIA EROSA WHOLE	""
SALVIA VERBENIFOLIA WHOLE	""
SALVIA INTRICATA WHOLE	""
SALVIA ACUTATA WHOLE	""
SALVIA CLAYTONII WHOLE	""
SALVIA RHODANTHA WHOLE	""
SALVIA CANDOLLEI WHOLE	""
SALVIA VERBENACA L.	""
SALVIA MULTIFIDA WHOLE	""
SALVIA CONTROVERSA WHOLE	""
LARNASTYRA CLAYTONII WHOLE	""
MEXICAN ELDERBERRY WHOLE	""
SAMBUCUS CANADENSIS WHOLE	""
SAMBUCUS CANADENSIS L.	""
SAMBUCUS NIGRA SUBSP. CANADENSIS WHOLE	""
SAMBUCUS ORBICULATA GREENE	""
SAMBUCUS CERULEA VAR. MEXICANA WHOLE	""
AMERICAN ELDER [HOC]	""
SAMBUCUS MEXICANA WHOLE	""
SAMBUCUS MEXICANA C. PRESL EX DC.	""
SWEET ELDER WHOLE	""
SAMBUCUS ORBICULATA WHOLE	""
SAMBUCUS SIMPSONII REHDER EX SARG.	""
AMERICAN ELDERBERRY WHOLE	""
SAMBUCUS SIMPSONII WHOLE	""
AMERICAN ELDER WHOLE	""
DWARF ELDERBERRY WHOLE	""
DWARF ELDER WHOLE	""
DANESBLOOD WHOLE	""
DANEWORT WHOLE	""
EUROPEAN DWARF ELDER WHOLE	""
SAMBUCUS HERBACEA WHOLE	""
VIBURNUM EBULUS WHOLE	""
DANE WEED WHOLE	""
EBULUM HUMILE WHOLE	""
SAMBUCUS HUMILIS WHOLE	""
WALEWORT WHOLE	""
SAMBUCUS EBULUS [WHO-DD]	""
SAMBUCUS EBULUS L.	""
SAMBUCUS EBULUS WHOLE	""
DWARF ELDER [HOC]	""
RED-WHOLE	""
BLOOD WHOLE	""
BLOODROOT [HOC]	""
BELHARNOSIA CANADENSIS WHOLE	""
SANGUINARIA CANADENSIS L.	""
BELHARNOSIA MESOCHORA WHOLE	""
SANGUINARIA CANADENSIS WHOLE	""
SANGUINARIA MESOCHORA WHOLE	""
SANGUINARIA ROTUNDIFOLIA WHOLE	""
RED PUCCOON WHOLE	""
BLOODROOT WHOLE	""
SWEET BETTY WHOLE	""
SOAPWORT WHOLE	""
BOUNCING-BETT WHOLE	""
BOUNCING BET WHOLE	""
SWEET WILLIAM WHOLE	""
SILENE SAPONARIA WHOLE	""
SAPONARIA OFFICINALIS WHOLE	""
BOUNCINGBET SOAPWEED WHOLE	""
BOOTIA SAPONARIA WHOLE	""
SAPONARIA OFFICINALIS L.	""
BOOTIA VULGARIS WHOLE	""
LYCHNIS OFFICINALIS WHOLE	""
RED SOAPWORT WHOLE	""
LYCHNIS SAPONARIA WHOLE	""
BOUNCINGBET WHOLE	""
SAPOSHNIKOVIA DIVARICATA (TURCZ.) SCHISCHK.	""
LEDEBOURIELLA DIVARICATA WHOLE	""
SILER WHOLE	""
FANG FENG WHOLE	""
CACHRYS SESELOIDES WHOLE	""
SAPOSHNIKOVIA SESELOIDES WHOLE	""
TRINIA SESELIOIDES WHOLE	""
LEDEBOURIELLA SESELOIDES WHOLE	""
SAPOSHNIKOVIA DIVARICATA [WHO-DD]	""
SILER DIVARICATUM WHOLE	""
TRINIA SESELOIDES WHOLE	""
STENOCOELIUM DIVARICATUM WHOLE	""
SAPOSHNIKOVIA DIVARICATA WHOLE	""
LASER DIVARICATUM WHOLE	""
TRINIA DAHURICA WHOLE	""
GUARD AGAINST WIND WHOLE	""
RUMIA SESELOIDES WHOLE	""
APINELLA SESELIODES WHOLE	""
JOHRENIA SESELOIDES WHOLE	""
SILER [HOC]	""
TETRANTHERA ALBIDA WHOLE	""
LAURUS SASSAFRAS WHOLE	""
PERSEA SASSAFRAS WHOLE	""
SASSAFRAS ALBIDUM [WHO-DD]	""
LAURUS ALBIDUS WHOLE	""
LAURUS SALSAFRAZ WHOLE	""
SASSAFRAS ALBIDUM WHOLE	""
SASSAFRAS ALBIDUM (NUTT.) NEES	""
SASSAFRAS VARIIFOLIUM WHOLE	""
WHITE SASSAFRAS WHOLE	""
SASSAFRAS [HOC]	""
SASSAFRAS SASSAFRAS WHOLE	""
SASSAFRAS WHOLE	""
SASSAFRAS OFFICINARUM WHOLE	""
SASSAFRAS OFFICINALE WHOLE	""
SATURIASTRUM MONTANUM WHOLE	""
CLINOPODIUM MONTANUM WHOLE	""
SATUREJA MONTANA [WHO-DD]	""
MICROMERIA MONTANA WHOLE	""
SATUREJA MONTANA WHOLE	""
SATUREJA MONTANA L.	""
WINTER SAVORY [HOC]	""
WINTER SAVORY WHOLE	""
LIZARD'S TAIL WHOLE	""
SAURURUS CERNUUS WHOLE	""
SAURURUS CERNUUS L.	""
HAPLOTAXIS INVOLUCRATA WHOLE	""
SAUSSUREA ISCHNOIDES WHOLE	""
SAUSSUREA KARELINII WHOLE	""
SAUSSUREA POLYLADA WHOLE	""
XUE LIAN HUA WHOLE	""
SAUSSUREA INVOLUCRATA (KAR. & KIR.) SCH.BIP.	""
SAUSSUREA INVOLUCRATA WHOLE	""
SAUSSUREA DOROGOSTAISKII WHOLE	""
SAUSSUREA LIOUI WHOLE	""
SAUSSUREA INVOLUCRATA [WHO-DD]	""
APLOTAXIS INVOLUCRATA WHOLE	""
RHUS TRIJUGA WHOLE	""
RHUS SCHINOIDES WHOLE	""
CHRISTMAS BERRY WHOLE	""
SCHINUS TEREBINTHIFOLIA RADDI	""
SCHINUS TEREBINTHIFOLIUS WHOLE	""
LITHRAEA CHICHITA WHOLE	""
FLORIDA HOLLY WHOLE	""
SCHINUS TEREBINTHIFOLIA [WHO-DD]	""
SARCOTHECA BAHIENSIS WHOLE	""
CHRISTMASBERRY WHOLE	""
SCHINUS RHOIFOLIA WHOLE	""
BRAZILIAN PEPPER-TREE WHOLE	""
SCHINUS TEREBINTHIFOLIA WHOLE	""
SCHINUS MELLISII WHOLE	""
BRAZILIAN PEPPER TREE [HOC]	""
WARUI WHOLE	""
BRAZILIAN PEPPERTREE WHOLE	""
SCHISANDRA CHINENSIS [WHO-DD]	""
SCHISANDRA CHINENSIS WHOLE	""
MAXIMOWICZIA JAPONICA WHOLE	""
SCHISANDRA VIRIDICARPA WHOLE	""
KADSURA CHINENSIS WHOLE	""
SCHISANDRA CHINENSIS (TURCZ.) BAILL.	""
MAXIMOWICZIA SINENSIS WHOLE	""
MAXIMOWICZIA CHINENSIS WHOLE	""
SCHISANDRA (SCHISANDRA CHINENSIS) [HOC]	""
MAXIMOWICZIA AMURENSIS WHOLE	""
SPHAEROSTEMA JAPONICUM WHOLE	""
ANDROPOGON PREAMATURUS WHOLE	""
ANDROPOGON HALEI WHOLE	""
SCHIZACHYRIUM VILLOSISSIMUM WHOLE	""
SCHIZACHYRIUM LITTORALE WHOLE	""
ANDROPOGON SPADICEUS WHOLE	""
POLLINIA SCOPARIA WHOLE	""
ANDROPOGON MADERENSIS WHOLE	""
SCHIZACHYRIUM ACUMINATUM WHOLE	""
ANDROPOGON DIVERGENS WHOLE	""
ANDROPOGON FLEXILIS WHOLE	""
SCHIZACHYRIUM PRAEMATURUM WHOLE	""
ANDROPOGON PURPURASCENS WHOLE	""
SCHIZACHYRIUM SPADICEUM WHOLE	""
ANDROPOGON LITTORALIS WHOLE	""
SORGHUM SCOPARIUM WHOLE	""
SCHIZACHYRIUM NEOMEXICANUM WHOLE	""
ANDROPOGON PRAEMATURUS WHOLE	""
SCHIZACHYRIUM SCOPARIUM WHOLE	""
ANDROPOGON NEOMEXICANUS WHOLE	""
ANDROPOGON SCOPARIUS WHOLE	""
SCHIZACHYRIUM SCOPARIUM (MICHX.) NASH	""
SCHOENOPLECTUS VALIDUS WHOLE	""
HELEOGITON TABERNAEMONTANI WHOLE	""
HELEOPHYLAX TABERNAEMONTANI WHOLE	""
ELEOGITON TABERNAEMONTANI WHOLE	""
SCIRPUS VALIDUS WHOLE	""
SCHOENOPLECTUS TABERNAEMONTANI (C.C.GMEL.) PALLA	""
SCIRPUS TABERNAEMONTANI WHOLE	""
SOFTSTEM BULRUSH WHOLE	""
HYMENOCHAETA TABERNAEMONTANI WHOLE	""
CYPERUS TABERNAEMONTANI WHOLE	""
SCIRPUS WELWITSCHII WHOLE	""
SCHOENOPLECTUS TABERNAEMONTANI WHOLE	""
SCIRPUS SICULUS WHOLE	""
SCIRPUS ULIGINOSUS WHOLE	""
SCOLYMUS GYMNOSPERMUS WHOLE	""
SCOLYMUS THEOPHRASTI WHOLE	""
SCOLYMUS VIVAX WHOLE	""
SCOLYMUS CONGESTUS WHOLE	""
SCOLYMUS AGGREGATUS WHOLE	""
MYSCOLUS MICROCEPHALUS WHOLE	""
SCOLYMUS PERENNIS WHOLE	""
COMMON GOLDENTHISTLE WHOLE	""
SCOLYMUS HISPANICUS L.	""
SCOLYMUS HISPANICUS WHOLE	""
SCROPHULARIA AQUATICA WHOLE	""
SCROPHULARIA ALATA WHOLE	""
SCROPHULARIA NEESII WHOLE	""
GREEN FIGWORT WHOLE	""
SCROPHULARIA SAMARITANII WHOLE	""
SCROPHULARIA EHRHARTII WHOLE	""
SCROPHULARIA UMBROSA WHOLE	""
WATER FIGWORT WHOLE	""
WATER BETONY WHOLE	""
SCROPHULARIA UMBROSA DUMORT.	""
CASSIDA LATERIFLORA WHOLE	""
SKULLCAP [HOC]	""
SCUTELLARIA LATERIFLORA	""
SKULLCAP WHOLE	""
MAD DOG SKULLCAP WHOLE	""
SCUTELLARIA POLYBOTRYA WHOLE	""
VIRGINIAN SKULLCAP WHOLE	""
SCUTELLARIA LATERIFLORA [WHO-DD]	""
HOODWORT WHOLE	""
SCUTELLARIA LATERIFLORA L.	""
MAD-DOG SKULLCAP WHOLE	""
BLUE SKULLCAP WHOLE	""
SCUTELLARIA LATERIFLORA [HPUS]	""
SCUTELLARIA LATERIFLORA WHOLE	""
SENECIO OCHROLEUCUS WHOLE	""
SENECIO XANTHOCEPHALUS WHOLE	""
SENECIO FISTULOSUS WHOLE	""
SENECIO FISTULOSUS POEPP. EX LESS.	""
SENNA OBTUSA WHOLE	""
CASSIA PORTUREGALIS WHOLE	""
SENNA ITALICA WHOLE	""
CASSIA OBOVATA WHOLE	""
CASSIA JAHNII WHOLE	""
CASSIA LIGUSTRINA WHOLE	""
ITALIAN SENNA WHOLE	""
SENNA OBOVATA WHOLE	""
SENNA OBTUSATA WHOLE	""
PORT ROYAL SENNA WHOLE	""
SENNA ITALICA MILL.	""
CASSIA PORTUREGALENSIS WHOLE	""
CASSIA ARACHOIDES WHOLE	""
CASSIA BUCHANANII WHOLE	""
CASSIA OBTUSATA WHOLE	""
CASSIA ASCHREK WHOLE	""
CASSIA LUCIDA WHOLE	""
SENNA ITALICA [WHO-DD]	""
CASSIA OBTUSA WHOLE	""
CASSIA ITALICA WHOLE	""
SICKLE-POD SENNA (SENNA OBTUSIFOLIA) [HOC]	""
SENNA OBTUSIFOLIA [WHO-DD]	""
SENNA OBTUSIFOLIA (L.) H.S.IRWIN & BARNEBY	""
SENNA OBTUSIFOLIA WHOLE	""
CASSIA ROGEONII WHOLE	""
CASSIA OBTUSIFOLIA WHOLE	""
CASSIA TOROIDES WHOLE	""
SENNA TOROIDES WHOLE	""
JAVA-BEAN WHOLE	""
EMELISTA OBTUSIFOLIA WHOLE	""
SENNA OCCIDENTALIS (L.) LINK	""
DITREMEXA FETIDA WHOLE	""
DITREMEXA OCCIDENTALIS WHOLE	""
SENNA ORIENTALIS WHOLE	""
CASSIA GLAUCESCENS WHOLE	""
CASSIA CILIATA WHOLE	""
CASSIA OCCIDENTALIS WHOLE	""
SENNA OCCIDENTALIS	""
SEPTICWEED WHOLE	""
DITREMEXA CAROLINIANA WHOLE	""
MOGDAD COFFEE WHOLE	""
FOETID CASSIA WHOLE	""
PSILORHEGMA PLANISILIQUA WHOLE	""
CASSIA FALCATA WHOLE	""
CASSIA MACRADENIA WHOLE	""
COFFEE SENNA [HOC]	""
CASSIA PAPULOSA WHOLE	""
CASSIA PLUMIERI WHOLE	""
CASSIA CAROLINIANA WHOLE	""
COFFEE SENNA WHOLE	""
SENNA OCCIDENTALIS [WHO-DD]	""
FEDEGOSO WHOLE	""
CASSIA PLANISILIQUA WHOLE	""
STINKING WEED WHOLE	""
NEGRO-COFFEE WHOLE	""
SENNA OCCIDENTALIS WHOLE	""
DIALLOBUS FALCATUS WHOLE	""
ANTBUSH WHOLE	""
CASSIA OBLIQUIFOLIA WHOLE	""
STYPTIC WEED WHOLE	""
DIGLOSSOPHYLLUM SERRULATUM WHOLE	""
BRAHEA SERRULATA WHOLE	""
CORYPHA REPENS WHOLE	""
CORYPHA OBLIQUA WHOLE	""
CHAMAEROPS SERRULATA WHOLE	""
SAW PALMETTO [HOC]	""
SABAL SERRULATA WHOLE	""
SERENOA REPENS [WHO-DD]	""
SERENOA SERRULATA WHOLE	""
SAW PALMETTO WHOLE	""
SERENOA REPENS WHOLE	""
SERENOA REPENS (W.BARTRAM) SMALL	""
SESAMUM WHOLE	""
SESAMUM RADIATUM WHOLE	""
SESAMUM CAILLEI WHOLE	""
SESAMUM TALBOTII WHOLE	""
SESAMUM RADIATUM SCHUMACH. & THONN.	""
SESAMOPTERIS RADIATA WHOLE	""
SESBANIA SESBAN WHOLE	""
COMMON SESBAN WHOLE	""
AESCHYNOMENE ELONGATA WHOLE	""
SESBAN [HOC]	""
CORONILLA PICTA WHOLE	""
SESBAN AEGYPTIACA WHOLE	""
