"name"	"common_name"
EGYPTIAN RATTLE POD WHOLE	""
SESBANIA TCHADICA WHOLE	""
EGYPTIAN RIVERHEMP WHOLE	""
AESCHYNOMENE SUYMENTA WHOLE	""
EGYPTIAN SESBAN WHOLE	""
SESBAN AEGYPTIACUS WHOLE	""
SESBANIA SESBAN [WHO-DD]	""
SESBANIA AEGYPTIACA WHOLE	""
EMERUS SESBAN WHOLE	""
SESBANIA SESBAN (L.) MERR.	""
JAYANTI WHOLE	""
DOLICHOS AESCHYNOME-SESBAN WHOLE	""
CORONILLA SESBAN WHOLE	""
SESBANIA CONFALONIANA WHOLE	""
AESCHYNOMENE PICTA WHOLE	""
SESBAN WHOLE	""
AESCHYNOMENE SESBAN WHOLE	""
ATHAMANTA PUBESCENS WHOLE	""
LIBANOTIS ATHAMANTICA WHOLE	""
LIBANOTIS ATHAMANTOIDES WHOLE	""
ATHAMANTA OREOSELINUM WHOLE	""
ATHAMANTA LIBANOTIS WHOLE	""
LIGUSTICUM CONDENSATUM WHOLE	""
LIBANOTIS HOSTIANA WHOLE	""
LIBANOTIS DAUCIFOLIA WHOLE	""
LIBANOTIS CRETENSIS WHOLE	""
ATHAMANTA RIVINIANA WHOLE	""
ATHAMANTA DAUCOIDES WHOLE	""
BALINOTELLA LIBANOTIS WHOLE	""
LIBANOTIS PUMILA WHOLE	""
LIBANOTIS GRACILIS WHOLE	""
LIGUSTICUM FERULACEUM WHOLE	""
LIBANOTIS HUMILIS WHOLE	""
ATHAMANTA COLLINA WHOLE	""
SESELI LIBANOTIS [WHO-DD]	""
SESELI LIBANOTIS (L.) W.D.J.KOCH	""
SESELI ATHAMANTHOIDES WHOLE	""
SELINUM LIBANOTIS WHOLE	""
LIBANOTIS VULGARIS WHOLE	""
LIBANOTIS CRITHMOIDES WHOLE	""
LIBANOTIS PUBESCENS WHOLE	""
BUBON PYRENAICUM WHOLE	""
LIGUSTICUM ATHAMANTHOIDES WHOLE	""
LIBANOTIS PYRENAICA WHOLE	""
LIBANOTIS MONTANA WHOLE	""
SESELI LIBANOTIS WHOLE	""
SESELI VULGARE WHOLE	""
CRITHMUM PYRENAICUM WHOLE	""
MOONCARROT WHOLE	""
LIBANOTIS RIVINIANA WHOLE	""
SESELI LIBANOTUM WHOLE	""
LIBANOTIS ALPINA WHOLE	""
LIBANOTIS DAUCOIDES WHOLE	""
LIBANOTIS MAJOR WHOLE	""
BUBON LIBANOTIS WHOLE	""
AMMI DAUCIFOLIUM WHOLE	""
ATHAMANTA CAUCASICA WHOLE	""
LIGUSTICUM SIBIRICUM WHOLE	""
SIDA SPINOSA L.	""
MALVINDA ALNIFOLIA WHOLE	""
SIDA BICUSPIDATA WHOLE	""
MALVINDA SPINOSA WHOLE	""
MALVINDA ANGUSTIFOLIA WHOLE	""
PRICKLY FANPETALS WHOLE	""
SIDA SCABRA WHOLE	""
SIDA EMARGINATA WHOLE	""
MALACHODENDRON CORCHOROIDES WHOLE	""
SIDA SPINOSA WHOLE	""
SIDA BETONICIFOLIA WHOLE	""
SIDA TENUICAULIS WHOLE	""
SIDA GLANDULOSA WHOLE	""
SIDA MILLERI WHOLE	""
MALVINDA ALBA WHOLE	""
SIDA BICOLOR WHOLE	""
MALVA SPINOSA WHOLE	""
STEWARTIA CORCHOROIDES WHOLE	""
SIDA PIMPINELLIFOLIA WHOLE	""
SIDA SUBDISTANS WHOLE	""
SIDA HETEROCARPA WHOLE	""
SIDA MINOR WHOLE	""
SIDA ANGUSTIFOLIA WHOLE	""
SILENE LATIFOLIA POIR.	""
MELANDRIUM BOISSIERI WHOLE	""
MELANDRIUM MACROCARPUM WHOLE	""
MELANDRIUM LATIFOLIUM WHOLE	""
LYCHNIS DIVARICATA WHOLE	""
LYCHNIS VESPERTINA WHOLE	""
SILENE MACROCARPA WHOLE	""
LYCHNIS MACROCARPA WHOLE	""
MELANDRIUM DIVARICATUM WHOLE	""
SILENE LATIFOLIA WHOLE	""
MARIANA LACTEA WHOLE	""
SILYBUM MACULATUM WHOLE	""
CARDUUS VERSICOLOR WHOLE	""
CIRSIUM MACULATUM WHOLE	""
CARDUUS MARIAE WHOLE	""
SPOTTED THISTLE WHOLE	""
CARDUUS MARIANUS WHOLE	""
SILYBUM PYGMAEUM WHOLE	""
CENTAUREA DALMATICA WHOLE	""
CARDUUS LACTIFOLIUS WHOLE	""
VARIEGATED THISTLE WHOLE	""
SILYBUM MARIANUM WHOLE	""
CARTHAMUS MACULATUS WHOLE	""
MILK THISTLE WHOLE	""
BLESSED MILK-THISTLE WHOLE	""
SILYBUM MARIANUM (L.) GAERTN.	""
BLESSED MILKTHISTLE WHOLE	""
SILYBUM MARIAE WHOLE	""
SILYBUM MARIANUM [WHO-DD]	""
MILK THISTLE [HOC]	""
HEDGE MUSTARD [HOC]	""
PHRYNE VULGARIS WHOLE	""
HAIRYPOD HEDGEMUSTARD WHOLE	""
HEDGE-MUSTARD WHOLE	""
VELARUM LEIOCARPUM WHOLE	""
ERYSIMUM VULGARE WHOLE	""
ERYSIMUM RUNCINATUM WHOLE	""
HEDGEWEED WHOLE	""
CHAMAEPLIUM OFFICINALE WHOLE	""
HEDGE MUSTARD WHOLE	""
KIBERA OFFICINALIS WHOLE	""
HESPERIS NIAGARENSIS WHOLE	""
VALARUM OFFICINALE WHOLE	""
CRUCIFERA SISYMBRIUM WHOLE	""
HESPERIS OFFICINALIS WHOLE	""
SISYMBRIUM OFFICINALE [WHO-DD]	""
SISYMBRIUM OFFICINALE WHOLE	""
VELARUM OFFICINALE WHOLE	""
SISYMBRIUM OFFICINALE (L.) SCOP.	""
HEDGEMUSTARD WHOLE	""
ERYSIMUM OFFICINALE WHOLE	""
HESPERIS RUDERALIS WHOLE	""
HEDGE TUMBLEMUSTARD WHOLE	""
VELARUM TZVELEVII WHOLE	""
WILD-BAMBOO WHOLE	""
SMILAX AURICULATA WALTER	""
SMILAX LATA WHOLE	""
SMILAX BEYRICHII WHOLE	""
EARLEAF GREENBRIER WHOLE	""
SMILAX AURICULATA WHOLE	""
HETEROSMILAX YUNNANENSIS WHOLE	""
SMILAX BINCHUANENSIS P.LI & C.X.FU	""
SMILAX BINCHUANENSIS [WHO-DD]	""
SMILAX BINCHUANENSIS WHOLE	""
SMILAX BLINII WHOLE	""
SMILAX GLABRA WHOLE	""
SMILAX HOOKERI WHOLE	""
CHINESE SMILAX (SMILAX GLABRA) [HOC]	""
SMILAX GLABRA [WHO-DD]	""
SMILAX MENGMAENSIS WHOLE	""
SMILAX DUNNIANA WHOLE	""
SMILAX TRIGONA WHOLE	""
SMILAX GLABRA ROXB.	""
SMILAX SARSAPARILLA WHOLE	""
SMILAX GLAUCA WALTER	""
SMILAX DISCOLOR WHOLE	""
SMILAX SPINULOSA WHOLE	""
SMILAX GLAUCA WHOLE	""
SAWBRIER WHOLE	""
SAWBRIER [HOC]	""
CAT GREENBRIER WHOLE	""
CAT GREENBRIAR WHOLE	""
SMILAX LAURIFOLIA WHOLE	""
SMILAX LANCEOLATA WHOLE	""
PARILLAX LAURIFOLIA WHOLE	""
SMILAX ALBA WHOLE	""
SMILAX LAURIFOLIA L.	""
LAUREL GREENBRIER WHOLE	""
SMILAX VIRGINIANA WHOLE	""
SMILAX INERMIS WHOLE	""
SMILAX TAMNIFOLIA WHOLE	""
NEMEXIA TAMNIFOLIA WHOLE	""
SMILAX HEDERIFOLIA WHOLE	""
SMILAX LEPTANTHERA WHOLE	""
COPROSMANTHUS TAMNIFOLIUS WHOLE	""
NEMEXIA LEPTANTHERA WHOLE	""
SMILAX PSEUDOCHINA L.	""
SMILAX FARINOSA WHOLE	""
BAMBOO VINE WHOLE	""
SMILAX PSEUDOCHINA WHOLE	""
COMMON GREENBRIER WHOLE	""
HORSEBRIAR WHOLE	""
SMILAX ROTUNDIFOLIA WHOLE	""
SMILAX SPRENGELII WHOLE	""
ROUNDLEAF GREENBRIER WHOLE	""
GREENBRIER WHOLE	""
SMILAX PLATOPLIS WHOLE	""
SMILAX DELTIFOLIA WHOLE	""
SMILAX CILIATA WHOLE	""
ROUNDLEAF GREENBRIAR WHOLE	""
BULLBRIAR WHOLE	""
SMILAX QUADRANGULARIS WHOLE	""
SMILAX ROTUNDIFOLIA L.	""
SMILAX CADUCA WHOLE	""
COMMON CATBRIAR WHOLE	""
SMILAX ENGELMANNIANA WHOLE	""
SMYRNIUM OLUSATRUM WHOLE	""
SMYRNIUM OLUSATRUM L.	""
SOLANUM ACULEASTRUM DUNAL	""
SODAAPPLE NIGHTSHADE WHOLE	""
SOLANUM ACULEASTRUM WHOLE	""
SOLANUM NODIFLORUM WHOLE	""
SMALLFLOWER NIGHTSHADE WHOLE	""
SOLANUM SCIAPHILUM WHOLE	""
SOLANUM MINUTIBACCATUM WHOLE	""
SOLANUM AMARANTOIDES WHOLE	""
SOLANUM CARIBAEUM WHOLE	""
SOLANUM ADVENTITIUM WHOLE	""
SOLANUM PURPURATUM WHOLE	""
SOLANUM PHOTEINOCARPUM WHOLE	""
SOLANUM IMERINENSE WHOLE	""
SOLANUM INCONSPICUUM WHOLE	""
SOLANUM OLERACEUM WHOLE	""
SOLANUM PTEROCAULON WHOLE	""
AMERICAN BLACK NIGHTSHADE WHOLE	""
SOLANUM AMERICANUM WHOLE	""
SOLANUM INOPS WHOLE	""
SOLANUM QUADRANGULARE WHOLE	""
SOLANUM TENELLUM WHOLE	""
SOLANUM CURTIPES WHOLE	""
SOLANUM GOLLMERI WHOLE	""
SOLANUM DEPILATUM WHOLE	""
SOLANUM TRIANGULARE WHOLE	""
SOLANUM AMERICANUM MILL.	""
SOLANUM GANCHOUENENSE WHOLE	""
SOLANUM INDECORUM WHOLE	""
COMMON PURPLE NIGHTSHADE WHOLE	""
SOLANUM PARVIFLORUM WHOLE	""
SOLANUM DISTICHUM WHOLE	""
SOLANUM WILDEMANII WHOLE	""
SOLANUM GROTEI WHOLE	""
SOLANUM BUETTNERI WHOLE	""
SOLANUM KENIENSE WHOLE	""
SOLANUM ALBIFLORUM WHOLE	""
SOLANUM SAKARENSE WHOLE	""
SOLANUM DINKLAGEI WHOLE	""
SOLANUM NGUELENSE WHOLE	""
SOLANUM ANGUIVI WHOLE	""
SOLANUM BATANGENSE WHOLE	""
SOLANUM HALOPHILUM WHOLE	""
SOLANUM OLIVACEUM WHOLE	""
SOLANUM CARVALHOI WHOLE	""
SOLANUM MESODOLICHUM WHOLE	""
SOLANUM OCCIDENTALE WHOLE	""
SOLANUM LIVIDUM WHOLE	""
SOLANUM JAEGERI WHOLE	""
SOLANUM BENIENSE WHOLE	""
SOLANUM RUWENZORIENSE WHOLE	""
FOREST BITTERBERRY WHOLE	""
SOLANUM ANGUIVI [HOC]	""
SOLANUM SCALARE WHOLE	""
SOLANUM SCHROEDERI WHOLE	""
SOLANUM KANDTII WHOLE	""
SOLANUM NEWTONII WHOLE	""
SOLANUM SENEGAMBICUM WHOLE	""
SOLANUM PSEUDOGEMINIFOLIUM WHOLE	""
SOLANUM JESPERSENII WHOLE	""
SOLANUM REDERI WHOLE	""
SOLANUM ANGUIVI LAM.	""
SOLANUM FLAMIGNII WHOLE	""
SOLANUM ROHRII WHOLE	""
SOLANUM SPATHOTRICHUM WHOLE	""
SOLANUM ORTHOCARPUM WHOLE	""
SOLANUM INDICUM WHOLE	""
SOLANUM YANGAMBIENSE WHOLE	""
SOLANUM CULTUM WHOLE	""
SOLANUM AURANTIACOBACCATUM WHOLE	""
SOLANUM UELEENSE WHOLE	""
SOLANUM DICHROANTHUM WHOLE	""
SOLANUM CAROLINENSE	""
DEVIL'S TOMATO WHOLE	""
SOLANUM OBLIQUATUM WHOLE	""
SOLANUM FLORIDANUM WHOLE	""
SAND BRIAR WHOLE	""
HORSE NETTLE [HOC]	""
SOLANUM GODFREYI WHOLE	""
BULL NETTLE WHOLE	""
SOLANUM CAROLINENSE [HPUS]	""
SOLANUM CAROLINENSE WHOLE	""
SOLANUM CAROLINENSE L.	""
SOLANUM PLEEI WHOLE	""
CAROLINA HORSENETTLE WHOLE	""
HORSENETTLE WHOLE	""
SOLANUM LINNAEANUM WHOLE	""
POISON-APPLE WHOLE	""
SOLANUM HERMANNII WHOLE	""
SOLANUM SODOMAEUM WHOLE	""
SOLANUM LINNAEANUM HEPPER & P.-M.L. JAEGER	""
SOLANUM ASTROPHORUM WHOLE	""
APPLE OF SODOM WHOLE (SOUTH AFRICA)	""
DEVIL'S APPLE WHOLE	""
SOLANUM MCCANNII WHOLE	""
BITTER APPLE WHOLE	""
BLACK-SPINE NIGHTSHADE WHOLE	""
SOLANUM SCHULTESII WHOLE	""
SOLANUM MOSCHATUM WHOLE	""
SOLANUM REPENS WHOLE	""
SOLANUM HUMILE WHOLE	""
SOLANUM MORELLA WHOLE	""
SOLANUM NIGRUM L.	""
SOLANUM PAPILIONACEUM WHOLE	""
BLACK NIGHTSHADE WHOLE	""
SOLANUM PSEUDOFLAVUM WHOLE	""
SOLANUM NIGRUM WHOLE	""
SOLANUM CUNEIFOLIUM WHOLE	""
BLACK NIGHTSHADE [HOC]	""
SOLANUM VILLOSUM WHOLE	""
SOLANUM ATRIPLICIFOLIUM WHOLE	""
SOLANUM DECIPIENS WHOLE	""
SOLANUM NIGRUM [HPUS]	""
SOLANUM VULGARE WHOLE	""
SOLANUM JUDAICUM WHOLE	""
SOLIDAGO ALTISSIMA WHOLE	""
SOLIDAGO CANADENSIS VAR. CANADENSIS WHOLE	""
SOLIDAGO CANADENSIS L.	""
SOLIDAGO CANADENSIS WHOLE	""
DORIA CANADENSIS WHOLE	""
SOLIDAGO HIRSUTISSIMA WHOLE	""
ASTER CANADENSIS WHOLE	""
SOLIDAGO CANADENSIS [WHO-DD]	""
ANISE-SCENTED GOLDENROD WHOLE	""
FRAGRANT GOLDENROD WHOLE	""
SOLIDAGO SUAVEOLENS WHOLE	""
SWEET GOLDENROD [HOC]	""
SOLIDAGO ODORA WHOLE	""
SOLIDAGO ODORA AITON	""
ASTER ODORUS WHOLE	""
SWEET GOLDENROD WHOLE	""
SOLIDAGO SIMPLEX WHOLE	""
SOLIDAGO SIMPLEX VAR. NANA WHOLE	""
SOLIDAGO BELLIDIFOLIA WHOLE	""
SOLIDAGO SIMPLEX KUNTH	""
SOLIDAGO SIMPLEX VAR. NANA (A.GRAY) G.S.RINGIUS (ASTERACEAE)	""
SOLIDAGO HESPERIA WHOLE	""
SONCHUS PLUMIERI WHOLE	""
SONCHUS CILIATUS WHOLE	""
SONCHUS ROSEUS WHOLE	""
SONCHUS TENERRIMUS WHOLE	""
SONCHUS SCHMIDIANUS WHOLE	""
SONCHUS LACERUS WHOLE	""
COMMON SOW-THISTLE WHOLE	""
SONCHUS PALLESCENS WHOLE	""
SONCHUS ANGUSTISSIMUS WHOLE	""
SOW-THISTLE WHOLE	""
SONCHUS GRACILIS WHOLE	""
SONCHUS SCHIMPERI WHOLE	""
SONCHUS PARVIFLORUS WHOLE	""
SONCHUS LAEVIS WHOLE	""
SONCHUS ZACINTHOIDES WHOLE	""
CARDUUS AMPLEXICAULIS WHOLE	""
SONCHUS OLERACEUS [WHO-DD]	""
DIAN KU CAI WHOLE	""
SONCHUS ROYLEANUS WHOLE	""
SONCHUS SPINULIFOIUS WHOLE	""
SONCHUS SUBBIPINNATIFIDUS WHOLE	""
PUALELE WHOLE	""
SONCHUS LONGIFOLIUS WHOLE	""
SONCHUS SUNDAICUS WHOLE	""
ANNUAL SOWTHISTLE WHOLE	""
SONCHUS MAIREI WHOLE	""
SONCHUS FABRAE WHOLE	""
KU CAI WHOLE	""
SONCHUS OLERACEUS	""
SONCHUS RUNCINATUS WHOLE	""
SONCHUS REVERSUS WHOLE	""
SONCHUS UMBELLIFER WHOLE	""
COMMON SOWTHISTLE WHOLE	""
SONCHUS MACROTUS WHOLE	""
SOW THISTLE [HOC]	""
SONCHUS OLERACEUS L.	""
SONCHUS OLERACEUS WHOLE	""
SONCHUS RIVULARIS WHOLE	""
GENISTA ODORATISSIMA WHOLE	""
WEAVER'S BROOM WHOLE	""
SPARTIANTHUS AMERICANUS WHOLE	""
SPARTIANTHUS JUNCEUS WHOLE	""
GENISTA HISPANICA WHOLE	""
GENISTA JUNCEA WHOLE	""
SPANISH BROOM WHOLE	""
GENISTA ACUTIFOLIA WHOLE	""
SPARTIUM JUNCEUM L.	""
GENISTA AMERICANA WHOLE	""
GENET WHOLE	""
SPARTIUM JUNCEUM WHOLE	""
GENISTA ODORATA WHOLE	""
CYTISUS JUNCEUS WHOLE	""
BORRERIA STRICTA WHOLE	""
BORRERIA MINIMA WHOLE	""
SPERMACOCE HYSSOPIFOLIA WHOLE	""
SPERMACOCE MOLLERI WHOLE	""
BORRERIA THYMOCEPHALA WHOLE	""
BORRERIA GLOBULARIOIDES WHOLE	""
SPERMACOCE POLYCEPHALA WHOLE	""
BORRERIA KOHAUTIANA WHOLE	""
SPERMACOCE GLOBOSA WHOLE	""
BORRERIA OLIGODONTA WHOLE	""
BORRERIA MOLLERI WHOLE	""
SPERMACOCE FRUTICOSA WHOLE	""
SPERMACOCE PODOCEPHALA WHOLE	""
SPERMACOCE GRAMINIFOLIA WHOLE	""
BORRERIA VERTICILLATA WHOLE	""
BORRERIA LAEVIGATA WHOLE	""
SHRUBBY FALSE BUTTONWEED WHOLE	""
SPERMACOCE PYGMAEA WHOLE	""
SPERMACOCE OLIGODONTA WHOLE	""
SPERMACOCE MINIMA WHOLE	""
SPERMACOCE MUCRONATA WHOLE	""
SPERMACOCE OAXACANA WHOLE	""
SPERMACOCE RECLINATA WHOLE	""
BORRERIA PODOCEPHALA WHOLE	""
SPERMACOCE VERTICILLATA WHOLE	""
BORRERIA COMMUTATA WHOLE	""
SPERMACOCE VERTICILLATA L.	""
BORRERIA GRAMINIFOLIA WHOLE	""
TARDAVEL VERTICILLATA WHOLE	""
BORRERIA OAXACANA WHOLE	""
BIGELOVIA VERTICILLATA WHOLE	""
SPERMACOCE STELLATA WHOLE	""
SPERMACOCE THYMOCEPHALA WHOLE	""
SPHAGNUM CRASSISETUM WHOLE	""
SPHAGNUM SQUARROSUM CROME	""
SPHAGNUM SQUARROSUM WHOLE	""
SPHAGNUM PATULUM WHOLE	""
SPHYRNA LEWINI (GRIFFITH AND SMITH, 1834)	""
ZYGAENA INDICA WHOLE	""
SPHYRNA LEWINI WHOLE	""
ZYGAENA ERYTHRAEA WHOLE	""
ZYGAENA MALLEUS WHOLE	""
SCALLOPED HAMMERHEAD WHOLE	""
SPHYRNA DIPLANA WHOLE	""
SOUTHERN HAMMERHEAD SHARK WHOLE	""
SCALLOPED HAMMERHEAD SHARK WHOLE	""
CESTRACION OCEANICA WHOLE	""
CESTRACION LEEUWENII WHOLE	""
BRONZE HAMMERHEAD SHARK WHOLE	""
ZYGAENA LEWINI WHOLE	""
KIDNEY-HEADED SHARK WHOLE	""
SPHYRNA LEWENI WHOLE	""
STACHYS ACUMINATA WHOLE	""
STACHYS CALIFORNICA WHOLE	""
CALIFORNIA HEDGENETTLE WHOLE	""
STACHYS BULLATA BENTH.	""
STACHYS BULLATA WHOLE	""
STACHYS MEXICANA WHOLE	""
STACHYS PUBENS WHOLE	""
STACHYS CILIATA WHOLE	""
STACHYS MEXICANA BENTH.	""
MEXICAN HEDGENETTLE WHOLE	""
STACHYS EMERSONII WHOLE	""
STACHYS GLABRA WHOLE	""
STACHYS TENUIFOLIA WHOLE	""
STACHYS TENUIFOLIA WILLD.	""
SMOOTH HEDGENETTLE WHOLE	""
STACHYS CINCINNATENSIS WHOLE	""
STADMANIA SIDEROXYLON WHOLE	""
STADMANIA OPPOSITIFOLIA LAM.	""
NEPHELIUM OPPOSITIFOLIOLUM WHOLE	""
STADMANIA OPPOSITIFOLIA WHOLE	""
STERCULIA URENS [WHO-DD]	""
STERCULIA URENS ROXB.	""
CAVALLIUM URENS WHOLE	""
CLOMPANUS URENS WHOLE	""
KAVALAMA URENS WHOLE	""
STERCULIA URENS WHOLE	""
COCKUP HAT WHOLE	""
EXCOECARIA SYLVATICA WHOLE	""
QUEENSDELIGHT WHOLE	""
MARCORY WHOLE	""
DITRYSINIA SYLVATICA WHOLE	""
SILVER LEAF WHOLE	""
SAPIUM SYLVATICUM WHOLE	""
STILLINGIA SYLVATICA WHOLE	""
STILLINGIA [HOC]	""
STILLINGIA SYLVATICA L.	""
QUEENS DELIGHT WHOLE	""
QUEEN'S-DELIGHT WHOLE	""
STILLINGIA SYLVATICA [WHO-DD]	""
STILLINGIA WHOLE	""
STYELA CLAVA WHOLE	""
STYELA CLAVA HERDMAN, 1881	""
SWERTIA LEDUCII WHOLE	""
MENG ZI ZHANG YA CAI WHOLE	""
SWERTIA LEDUCII [HOC]	""
SWERTIA MILEENSIS [WHO-DD]	""
SWERTIA LEDUCII	""
SWERTIA MILEENSIS WHOLE	""
SWERTIA PSEUDOCHINENSIS WHOLE	""
SWERTIA PSEUDOCHINENSIS H. HARA	""
LIU MAO ZHANG YA CAI WHOLE	""
SWERTIA PSEUDOCHINENSIS [WHO-DD]	""
CONSOUND WHOLE	""
SYMPHYTUM ULIGINOSUM WHOLE	""
SLIPPERY- WHOLE	""
BONESET WHOLE	""
SLIPPERY-ROOT WHOLE	""
KNITBONE WHOLE	""
CONSOLIDA MAJOR WHOLE	""
SYMPHYTUM PEREGRINUM WHOLE	""
COMFREY [HOC]	""
COMMON COMFREY WHOLE	""
SYMPHYTUM OFFICINALE [WHO-DD]	""
COMFREY WHOLE	""
HEALING-HERB WHOLE	""
SYMPHYTUM OFFICINALE WHOLE	""
SYMPHYTUM BOHEMICUM WHOLE	""
SYMPHYTUM PATENS WHOLE	""
COMFREY HERB AND WHOLE	""
SYMPHYTUM OFFICINALE L.	""
REJOUA NOVOGUINEENSIS WHOLE	""
TABERNAEMONTANA NOVOGUINEENSIS WHOLE	""
TABERNAEMONTANA PENTASTICTA WHOLE	""
TABERNAEMONTANA ANGUINEA WHOLE	""
TABERNAEMONTANA AURANTIACA GAUDICH.	""
TABERNAEMONTANA LONGIPEDUNCULATA WHOLE	""
REJOUA AURANTIACA WHOLE	""
TABERNAEMONTANA AURANTIACA WHOLE	""
NERIUM CORONARIUM WHOLE	""
ERVATAMIA DIVARICATA WHOLE	""
VINCA ALBA WHOLE	""
ERVATAMIA FLABELLIFORMIS WHOLE	""
TABERNAEMONTANA GRATISSIMA WHOLE	""
TABERNAEMONTANA LURIDA WHOLE	""
JASMINUM ZEYLANICUM WHOLE	""
ERVATAMIA SIAMENSIS WHOLE	""
ERVATAMIA RECURVA WHOLE	""
TABERNAEMONTANA FLABELLIFORMIS WHOLE	""
TABERNAEMONTANA DIVARICATA (L.) R.BR. EX ROEM. & SCHULT.	""
TABERNAEMONTANA DIVARICATA WHOLE	""
NERIUM DIVARICATUM WHOLE	""
REICHARDIA JASMINOIDES WHOLE	""
ERVATAMIA CORONARIA WHOLE	""
NYCTANTHES ACUMINATA WHOLE	""
KOPSIA COCHINCHINENSIS WHOLE	""
REICHARDIA GRANDIFLORA WHOLE	""
TABERNAEMONTANA RECURVA WHOLE	""
PINWHEELFLOWER WHOLE	""
TESTUDIPES RECURVA WHOLE	""
TABERNAEMONTANA SIAMENSIS WHOLE	""
TABERNA DISCOLOR WHOLE	""
TABERNAEMONTANA CORONARIA WHOLE	""
TABERNAEMONTANA DISCOLOR WHOLE	""
TAMARINDUS INDICA WHOLE	""
TAMARINDUS SOMALENSIS WHOLE	""
TAMARINDUS ERYTHRAEUS WHOLE	""
TAMARINDUS OCCIDENTALIS WHOLE	""
TAMARIND WHOLE	""
TAMARIND [HOC]	""
TAMARINDUS OFFICINALIS WHOLE	""
TAMARINDUS INDICA L.	""
TAMARINDUS INDICA [WHO-DD]	""
CAVARAEA ELEGANS WHOLE	""
CHINA TAMARISK WHOLE	""
FIVESTAMEN TAMARISK WHOLE	""
TAMARIX PLUMOSA WHOLE	""
TAMARIX CHINENSIS WHOLE	""
CHINESE SALTCEDAR WHOLE	""
TAMARIX ELEGANS WHOLE	""
TAMARIX CHINENSIS LOUR.	""
TAMARIX JAPONICA WHOLE	""
TAMARIX CASPICA WHOLE	""
TAMARIX PENTANDRA WHOLE	""
TAMARIX TENUISSIMA WHOLE	""
FIVE-STAMEN TAMARISK WHOLE	""
TAMARIX CHINENSIS [WHO-DD]	""
TAMARIX JUNIPERINA WHOLE	""
CHINESE TAMARISK WHOLE	""
PYRETHRUM PARTHENIIFOLIUM WHOLE	""
FEVERFEW [HOC]	""
PYRETHRUM GLANDULIFERUM WHOLE	""
TANACETUM PARTHENIUM [WHO-DD]	""
PYRETHRUM DIVARICATUM WHOLE	""
MATRICARIA LATIFOLIA WHOLE	""
PYRETHRUM DEMETRII WHOLE	""
DENDRANTHEMA PARTHENIUM WHOLE	""
PYRETHRUM PERSICUM WHOLE	""
PYRETHRUM BUSCHIANUM WHOLE	""
PYRETHRUM GROSSHEIMII WHOLE	""
TANACETUM PARTHENIUM WHOLE	""
LEUCANTHEMUM ODORATUM WHOLE	""
TANACETUM PARTHENIUM (L.) SCH.BIP.	""
PYRETHRUM PARTHENIUM [HPUS]	""
CHAMAEMELUM PARTHENIUM WHOLE	""
MATRICARIA PARTHENIUM WHOLE	""
FEVERFEW WHOLE	""
TANACETUM PARTENIIFOLIUM WHOLE	""
CHRYSANTHEMUM PARTHENIUM WHOLE	""
PARTHENIUM MATRICARIA WHOLE	""
PYRETHRUM PARTHENIUM WHOLE	""
PYRETHRUM LATILOBUM WHOLE	""
LEUCANTHEMUM PARTHENIUM WHOLE	""
CHRYSANTHEMUM PRAEALTUM WHOLE	""
PYRETHRUM SEVANENSE WHOLE	""
GOLDEN-BUTTONS WHOLE	""
COMMON TANSY WHOLE	""
TANSY [HOC]	""
TANACETUM BOREALE WHOLE	""
TANACETUM CRISPUM WHOLE	""
GARDEN TANSY WHOLE	""
CHRYSANTHEMUM ASIATICUM WHOLE	""
PYRETHRUM VULGARE WHOLE	""
TANSY WHOLE	""
TANACETUM VULGARE L.	""
TANACETUM VULGARE [WHO-DD]	""
TANACETUM VULGARE WHOLE	""
TARAXACUM VULGARE WHOLE	""
TARAXACUM DENS-LEONIS WHOLE	""
DANDELION WHOLE	""
TARAXACUM OFFICINALE F.H. WIGG.	""
TARAXACUM VULGARE LAM., NOM. INQ.	""
DANDELION (TARAXACUM OFFICINALE) [HOC]	""
COMMON DANDELION WHOLE	""
BLOWBALL WHOLE	""
LION'S TOOTH WHOLE	""
FACECLOCK WHOLE	""
TARAXACUM OFFICINALE WHOLE	""
GALEGA VIRGINIANA WHOLE	""
VIRGINIA TEPHROSIA [HOC]	""
TEPHROSIA VIRGINIANA (L.) PERS.	""
CRACCA LATIDENS WHOLE	""
TEPHROSIA VIRGINICA WHOLE	""
GOAT-RUE WHOLE	""
TEPHROSIA HOLOSERICEA WHOLE	""
VIRGINIA TEPHROSIA WHOLE	""
CRACCA VIRGINIANA WHOLE	""
TEPHROSIA VIRGINIANA WHOLE	""
TEPHROSIA LATIDENS WHOLE	""
CRACCA HOLOSERICEA WHOLE	""
TEPHROSIA LEUCOSERICEA WHOLE	""
GALEGA VIRGINICA WHOLE	""
GOAT'S RUE WHOLE	""
CRACCA LEUCOSERICEA WHOLE	""
MONOCHILON BIPINNATIFIDUS WHOLE	""
TEUCRIUM BOTRYS WHOLE	""
CHAMAEDRYS LACINIATA WHOLE	""
TEUCRIUM CHAMAEDRYOIDES WHOLE	""
CUTLEAF GERMANDER WHOLE	""
TRIXAGO BOTRYS WHOLE	""
CHAMAEDRYS BOTRYS WHOLE	""
SCORODONIA BOTRYS WHOLE	""
TEUCRIUM BOTRYDIUM WHOLE	""
TEUCRIUM BOTRYS L.	""
TEUCRIUM ALPINUM WHOLE	""
